air_temp,dni,ghi,gti,period_end,period
13,0,0,0,2017-10-07T17:00:00Z,PT60M
13,0,0,0,2017-10-07T18:00:00Z,PT60M
13,0,0,0,2017-10-07T19:00:00Z,PT60M
12,0,0,0,2017-10-07T20:00:00Z,PT60M
12,0,0,0,2017-10-07T21:00:00Z,PT60M
12,0,0,0,2017-10-07T22:00:00Z,PT60M
12,0,0,0,2017-10-07T23:00:00Z,PT60M
12,0,0,0,2017-10-08T00:00:00Z,PT60M
11,0,0,0,2017-10-08T01:00:00Z,PT60M
11,0,0,0,2017-10-08T02:00:00Z,PT60M
11,0,0,0,2017-10-08T03:00:00Z,PT60M
11,0,0,0,2017-10-08T04:00:00Z,PT60M
11,0,36,35,2017-10-08T05:00:00Z,PT60M
12,0,113,109,2017-10-08T06:00:00Z,PT60M
13,0,206,198,2017-10-08T07:00:00Z,PT60M
15,71,319,334,2017-10-08T08:00:00Z,PT60M
16,232,418,492,2017-10-08T09:00:00Z,PT60M
18,0,297,287,2017-10-08T10:00:00Z,PT60M
20,60,328,341,2017-10-08T11:00:00Z,PT60M
20,0,198,191,2017-10-08T12:00:00Z,PT60M
20,4,207,200,2017-10-08T13:00:00Z,PT60M
20,0,129,124,2017-10-08T14:00:00Z,PT60M
19,25,38,40,2017-10-08T15:00:00Z,PT60M
19,0,0,0,2017-10-08T16:00:00Z,PT60M
18,0,0,0,2017-10-08T17:00:00Z,PT60M
17,0,0,0,2017-10-08T18:00:00Z,PT60M
17,0,0,0,2017-10-08T19:00:00Z,PT60M
17,0,0,0,2017-10-08T20:00:00Z,PT60M
16,0,0,0,2017-10-08T21:00:00Z,PT60M
15,0,0,0,2017-10-08T22:00:00Z,PT60M
14,0,0,0,2017-10-08T23:00:00Z,PT60M
13,0,0,0,2017-10-09T00:00:00Z,PT60M
12,0,0,0,2017-10-09T01:00:00Z,PT60M
12,0,0,0,2017-10-09T02:00:00Z,PT60M
12,0,0,0,2017-10-09T03:00:00Z,PT60M
12,0,0,0,2017-10-09T04:00:00Z,PT60M
12,0,46,45,2017-10-09T05:00:00Z,PT60M
12,0,104,100,2017-10-09T06:00:00Z,PT60M
12,0,81,78,2017-10-09T07:00:00Z,PT60M
12,0,77,74,2017-10-09T08:00:00Z,PT60M
13,0,82,79,2017-10-09T09:00:00Z,PT60M
13,0,92,89,2017-10-09T10:00:00Z,PT60M
12,0,104,100,2017-10-09T11:00:00Z,PT60M
12,0,99,96,2017-10-09T12:00:00Z,PT60M
12,0,105,101,2017-10-09T13:00:00Z,PT60M
12,0,75,72,2017-10-09T14:00:00Z,PT60M
11,4,23,22,2017-10-09T15:00:00Z,PT60M
12,0,0,0,2017-10-09T16:00:00Z,PT60M
11,0,0,0,2017-10-09T17:00:00Z,PT60M
11,0,0,0,2017-10-09T18:00:00Z,PT60M
11,0,0,0,2017-10-09T19:00:00Z,PT60M
10,0,0,0,2017-10-09T20:00:00Z,PT60M
9,0,0,0,2017-10-09T21:00:00Z,PT60M
9,0,0,0,2017-10-09T22:00:00Z,PT60M
9,0,0,0,2017-10-09T23:00:00Z,PT60M
8,0,0,0,2017-10-10T00:00:00Z,PT60M
8,0,0,0,2017-10-10T01:00:00Z,PT60M
7,0,0,0,2017-10-10T02:00:00Z,PT60M
7,0,0,0,2017-10-10T03:00:00Z,PT60M
6,1,0,1,2017-10-10T04:00:00Z,PT60M
7,317,71,110,2017-10-10T05:00:00Z,PT60M
8,621,225,337,2017-10-10T06:00:00Z,PT60M
9,481,327,443,2017-10-10T07:00:00Z,PT60M
11,517,425,568,2017-10-10T08:00:00Z,PT60M
13,412,460,591,2017-10-10T09:00:00Z,PT60M
14,14,327,322,2017-10-10T10:00:00Z,PT60M
14,297,426,521,2017-10-10T11:00:00Z,PT60M
14,465,411,547,2017-10-10T12:00:00Z,PT60M
14,415,305,407,2017-10-10T13:00:00Z,PT60M
13,520,197,290,2017-10-10T14:00:00Z,PT60M
12,160,49,69,2017-10-10T15:00:00Z,PT60M
12,0,0,0,2017-10-10T16:00:00Z,PT60M
11,0,0,0,2017-10-10T17:00:00Z,PT60M
10,0,0,0,2017-10-10T18:00:00Z,PT60M
10,0,0,0,2017-10-10T19:00:00Z,PT60M
9,0,0,0,2017-10-10T20:00:00Z,PT60M
9,0,0,0,2017-10-10T21:00:00Z,PT60M
8,0,0,0,2017-10-10T22:00:00Z,PT60M
8,0,0,0,2017-10-10T23:00:00Z,PT60M
7,0,0,0,2017-10-11T00:00:00Z,PT60M
7,0,0,0,2017-10-11T01:00:00Z,PT60M
7,0,0,0,2017-10-11T02:00:00Z,PT60M
7,0,0,0,2017-10-11T03:00:00Z,PT60M
7,0,0,0,2017-10-11T04:00:00Z,PT60M
7,271,67,102,2017-10-11T05:00:00Z,PT60M
9,589,219,328,2017-10-11T06:00:00Z,PT60M
10,727,368,539,2017-10-11T07:00:00Z,PT60M
12,804,488,707,2017-10-11T08:00:00Z,PT60M
14,806,555,796,2017-10-11T09:00:00Z,PT60M
15,613,531,733,2017-10-11T10:00:00Z,PT60M
15,413,458,593,2017-10-11T11:00:00Z,PT60M
15,338,376,476,2017-10-11T12:00:00Z,PT60M
15,547,323,456,2017-10-11T13:00:00Z,PT60M
15,587,199,303,2017-10-11T14:00:00Z,PT60M
13,249,51,82,2017-10-11T15:00:00Z,PT60M
12,0,0,0,2017-10-11T16:00:00Z,PT60M
11,0,0,0,2017-10-11T17:00:00Z,PT60M
10,0,0,0,2017-10-11T18:00:00Z,PT60M
10,0,0,0,2017-10-11T19:00:00Z,PT60M
10,0,0,0,2017-10-11T20:00:00Z,PT60M
10,0,0,0,2017-10-11T21:00:00Z,PT60M
10,0,0,0,2017-10-11T22:00:00Z,PT60M
10,0,0,0,2017-10-11T23:00:00Z,PT60M
10,0,0,0,2017-10-12T00:00:00Z,PT60M
10,0,0,0,2017-10-12T01:00:00Z,PT60M
10,0,0,0,2017-10-12T02:00:00Z,PT60M
10,0,0,0,2017-10-12T03:00:00Z,PT60M
10,0,0,0,2017-10-12T04:00:00Z,PT60M
11,0,24,23,2017-10-12T05:00:00Z,PT60M
11,0,55,54,2017-10-12T06:00:00Z,PT60M
11,0,95,91,2017-10-12T07:00:00Z,PT60M
12,0,139,134,2017-10-12T08:00:00Z,PT60M
12,0,114,110,2017-10-12T09:00:00Z,PT60M
13,0,165,159,2017-10-12T10:00:00Z,PT60M
14,0,181,175,2017-10-12T11:00:00Z,PT60M
15,0,166,160,2017-10-12T12:00:00Z,PT60M
15,0,135,130,2017-10-12T13:00:00Z,PT60M
15,0,62,60,2017-10-12T14:00:00Z,PT60M
15,0,22,21,2017-10-12T15:00:00Z,PT60M
14,0,0,0,2017-10-12T16:00:00Z,PT60M
14,0,0,0,2017-10-12T17:00:00Z,PT60M
13,0,0,0,2017-10-12T18:00:00Z,PT60M
13,0,0,0,2017-10-12T19:00:00Z,PT60M
13,0,0,0,2017-10-12T20:00:00Z,PT60M
13,0,0,0,2017-10-12T21:00:00Z,PT60M
13,0,0,0,2017-10-12T22:00:00Z,PT60M
13,0,0,0,2017-10-12T23:00:00Z,PT60M
13,0,0,0,2017-10-13T00:00:00Z,PT60M
13,0,0,0,2017-10-13T01:00:00Z,PT60M
13,0,0,0,2017-10-13T02:00:00Z,PT60M
13,0,0,0,2017-10-13T03:00:00Z,PT60M
13,0,0,0,2017-10-13T04:00:00Z,PT60M
13,0,28,27,2017-10-13T05:00:00Z,PT60M
13,0,86,83,2017-10-13T06:00:00Z,PT60M
13,0,124,120,2017-10-13T07:00:00Z,PT60M
15,0,200,193,2017-10-13T08:00:00Z,PT60M
16,0,265,256,2017-10-13T09:00:00Z,PT60M
17,172,390,444,2017-10-13T10:00:00Z,PT60M
18,0,232,224,2017-10-13T11:00:00Z,PT60M
18,0,116,112,2017-10-13T12:00:00Z,PT60M
17,0,134,129,2017-10-13T13:00:00Z,PT60M
16,0,83,80,2017-10-13T14:00:00Z,PT60M
16,2,25,24,2017-10-13T15:00:00Z,PT60M
15,0,0,0,2017-10-13T16:00:00Z,PT60M
14,0,0,0,2017-10-13T17:00:00Z,PT60M
12,0,0,0,2017-10-13T18:00:00Z,PT60M
12,0,0,0,2017-10-13T19:00:00Z,PT60M
11,0,0,0,2017-10-13T20:00:00Z,PT60M
10,0,0,0,2017-10-13T21:00:00Z,PT60M
10,0,0,0,2017-10-13T22:00:00Z,PT60M
9,0,0,0,2017-10-13T23:00:00Z,PT60M
9,0,0,0,2017-10-14T00:00:00Z,PT60M
9,0,0,0,2017-10-14T01:00:00Z,PT60M
8,0,0,0,2017-10-14T02:00:00Z,PT60M
8,0,0,0,2017-10-14T03:00:00Z,PT60M
9,0,0,0,2017-10-14T04:00:00Z,PT60M
9,105,49,63,2017-10-14T05:00:00Z,PT60M
10,37,136,139,2017-10-14T06:00:00Z,PT60M
10,0,176,170,2017-10-14T07:00:00Z,PT60M
12,24,288,288,2017-10-14T08:00:00Z,PT60M
13,0,197,190,2017-10-14T09:00:00Z,PT60M
13,0,138,133,2017-10-14T10:00:00Z,PT60M
14,0,197,190,2017-10-14T11:00:00Z,PT60M
14,0,208,201,2017-10-14T12:00:00Z,PT60M
13,0,110,106,2017-10-14T13:00:00Z,PT60M
12,0,89,86,2017-10-14T14:00:00Z,PT60M
11,66,31,38,2017-10-14T15:00:00Z,PT60M
11,0,0,0,2017-10-14T16:00:00Z,PT60M
10,0,0,0,2017-10-14T17:00:00Z,PT60M
9,0,0,0,2017-10-14T18:00:00Z,PT60M
9,0,0,0,2017-10-14T19:00:00Z,PT60M
9,0,0,0,2017-10-14T20:00:00Z,PT60M
8,0,0,0,2017-10-14T21:00:00Z,PT60M
8,0,0,0,2017-10-14T22:00:00Z,PT60M
8,0,0,0,2017-10-14T23:00:00Z,PT60M
8,0,0,0,2017-10-15T00:00:00Z,PT60M
8,0,0,0,2017-10-15T01:00:00Z,PT60M
7,0,0,0,2017-10-15T02:00:00Z,PT60M
7,0,0,0,2017-10-15T03:00:00Z,PT60M
7,0,0,0,2017-10-15T04:00:00Z,PT60M
8,166,49,72,2017-10-15T05:00:00Z,PT60M
8,136,143,168,2017-10-15T06:00:00Z,PT60M
9,0,111,107,2017-10-15T07:00:00Z,PT60M
9,0,117,113,2017-10-15T08:00:00Z,PT60M
10,0,119,114,2017-10-15T09:00:00Z,PT60M
11,0,93,90,2017-10-15T10:00:00Z,PT60M
12,0,98,95,2017-10-15T11:00:00Z,PT60M
12,0,88,85,2017-10-15T12:00:00Z,PT60M
13,0,88,85,2017-10-15T13:00:00Z,PT60M
14,0,51,49,2017-10-15T14:00:00Z,PT60M
15,0,20,19,2017-10-15T15:00:00Z,PT60M
15,0,0,0,2017-10-15T16:00:00Z,PT60M
14,0,0,0,2017-10-15T17:00:00Z,PT60M
13,0,0,0,2017-10-15T18:00:00Z,PT60M
12,0,0,0,2017-10-15T19:00:00Z,PT60M
12,0,0,0,2017-10-15T20:00:00Z,PT60M
12,0,0,0,2017-10-15T21:00:00Z,PT60M
11,0,0,0,2017-10-15T22:00:00Z,PT60M
10,0,0,0,2017-10-15T23:00:00Z,PT60M
10,0,0,0,2017-10-16T00:00:00Z,PT60M
10,0,0,0,2017-10-16T01:00:00Z,PT60M
10,0,0,0,2017-10-16T02:00:00Z,PT60M
9,0,0,0,2017-10-16T03:00:00Z,PT60M
9,0,0,0,2017-10-16T04:00:00Z,PT60M
10,262,53,91,2017-10-16T05:00:00Z,PT60M
10,562,194,305,2017-10-16T06:00:00Z,PT60M
10,611,327,482,2017-10-16T07:00:00Z,PT60M
11,448,390,527,2017-10-16T08:00:00Z,PT60M
12,82,336,358,2017-10-16T09:00:00Z,PT60M
12,46,314,323,2017-10-16T10:00:00Z,PT60M
13,398,428,565,2017-10-16T11:00:00Z,PT60M
14,432,371,504,2017-10-16T12:00:00Z,PT60M
14,538,290,422,2017-10-16T13:00:00Z,PT60M
13,364,154,226,2017-10-16T14:00:00Z,PT60M
12,32,25,28,2017-10-16T15:00:00Z,PT60M
12,0,0,0,2017-10-16T16:00:00Z,PT60M
12,0,0,0,2017-10-16T17:00:00Z,PT60M
11,0,0,0,2017-10-16T18:00:00Z,PT60M
11,0,0,0,2017-10-16T19:00:00Z,PT60M
10,0,0,0,2017-10-16T20:00:00Z,PT60M
9,0,0,0,2017-10-16T21:00:00Z,PT60M
9,0,0,0,2017-10-16T22:00:00Z,PT60M
8,0,0,0,2017-10-16T23:00:00Z,PT60M
8,0,0,0,2017-10-17T00:00:00Z,PT60M
8,0,0,0,2017-10-17T01:00:00Z,PT60M
8,0,0,0,2017-10-17T02:00:00Z,PT60M
8,0,0,0,2017-10-17T03:00:00Z,PT60M
8,0,0,0,2017-10-17T04:00:00Z,PT60M
8,71,37,48,2017-10-17T05:00:00Z,PT60M
10,311,159,225,2017-10-17T06:00:00Z,PT60M
11,408,284,394,2017-10-17T07:00:00Z,PT60M
13,250,339,416,2017-10-17T08:00:00Z,PT60M
15,0,173,167,2017-10-17T09:00:00Z,PT60M
16,0,154,148,2017-10-17T10:00:00Z,PT60M
16,0,195,188,2017-10-17T11:00:00Z,PT60M
16,0,246,238,2017-10-17T12:00:00Z,PT60M
17,0,155,149,2017-10-17T13:00:00Z,PT60M
16,0,74,71,2017-10-17T14:00:00Z,PT60M
15,4,19,19,2017-10-17T15:00:00Z,PT60M
15,0,0,0,2017-10-17T16:00:00Z,PT60M
14,0,0,0,2017-10-17T17:00:00Z,PT60M
13,0,0,0,2017-10-17T18:00:00Z,PT60M
13,0,0,0,2017-10-17T19:00:00Z,PT60M
12,0,0,0,2017-10-17T20:00:00Z,PT60M
12,0,0,0,2017-10-17T21:00:00Z,PT60M
11,0,0,0,2017-10-17T22:00:00Z,PT60M
10,0,0,0,2017-10-17T23:00:00Z,PT60M
10,0,0,0,2017-10-18T00:00:00Z,PT60M
10,0,0,0,2017-10-18T01:00:00Z,PT60M
9,0,0,0,2017-10-18T02:00:00Z,PT60M
8,0,0,0,2017-10-18T03:00:00Z,PT60M
8,0,0,0,2017-10-18T04:00:00Z,PT60M
8,2,27,26,2017-10-18T05:00:00Z,PT60M
9,0,107,103,2017-10-18T06:00:00Z,PT60M
10,0,194,187,2017-10-18T07:00:00Z,PT60M
12,0,266,256,2017-10-18T08:00:00Z,PT60M
14,9,309,302,2017-10-18T09:00:00Z,PT60M
15,352,427,552,2017-10-18T10:00:00Z,PT60M
17,436,422,572,2017-10-18T11:00:00Z,PT60M
17,381,345,465,2017-10-18T12:00:00Z,PT60M
17,296,236,315,2017-10-18T13:00:00Z,PT60M
16,136,110,137,2017-10-18T14:00:00Z,PT60M
15,8,17,18,2017-10-18T15:00:00Z,PT60M
14,0,0,0,2017-10-18T16:00:00Z,PT60M
13,0,0,0,2017-10-18T17:00:00Z,PT60M
13,0,0,0,2017-10-18T18:00:00Z,PT60M
13,0,0,0,2017-10-18T19:00:00Z,PT60M
12,0,0,0,2017-10-18T20:00:00Z,PT60M
12,0,0,0,2017-10-18T21:00:00Z,PT60M
11,0,0,0,2017-10-18T22:00:00Z,PT60M
11,0,0,0,2017-10-18T23:00:00Z,PT60M
11,0,0,0,2017-10-19T00:00:00Z,PT60M
11,0,0,0,2017-10-19T01:00:00Z,PT60M
11,0,0,0,2017-10-19T02:00:00Z,PT60M
11,0,0,0,2017-10-19T03:00:00Z,PT60M
11,0,0,0,2017-10-19T04:00:00Z,PT60M
11,1,25,24,2017-10-19T05:00:00Z,PT60M
11,0,87,84,2017-10-19T06:00:00Z,PT60M
11,0,137,133,2017-10-19T07:00:00Z,PT60M
11,0,153,148,2017-10-19T08:00:00Z,PT60M
12,0,141,136,2017-10-19T09:00:00Z,PT60M
13,0,125,120,2017-10-19T10:00:00Z,PT60M
14,0,132,127,2017-10-19T11:00:00Z,PT60M
14,0,128,123,2017-10-19T12:00:00Z,PT60M
14,0,122,118,2017-10-19T13:00:00Z,PT60M
14,0,66,63,2017-10-19T14:00:00Z,PT60M
14,0,12,12,2017-10-19T15:00:00Z,PT60M
13,0,0,0,2017-10-19T16:00:00Z,PT60M
12,0,0,0,2017-10-19T17:00:00Z,PT60M
12,0,0,0,2017-10-19T18:00:00Z,PT60M
12,0,0,0,2017-10-19T19:00:00Z,PT60M
11,0,0,0,2017-10-19T20:00:00Z,PT60M
11,0,0,0,2017-10-19T21:00:00Z,PT60M
11,0,0,0,2017-10-19T22:00:00Z,PT60M
11,0,0,0,2017-10-19T23:00:00Z,PT60M
11,0,0,0,2017-10-20T00:00:00Z,PT60M
11,0,0,0,2017-10-20T01:00:00Z,PT60M
11,0,0,0,2017-10-20T02:00:00Z,PT60M
11,0,0,0,2017-10-20T03:00:00Z,PT60M
11,0,0,0,2017-10-20T04:00:00Z,PT60M
11,0,17,16,2017-10-20T05:00:00Z,PT60M
11,0,52,50,2017-10-20T06:00:00Z,PT60M
11,0,52,50,2017-10-20T07:00:00Z,PT60M
11,0,85,82,2017-10-20T08:00:00Z,PT60M
12,0,88,85,2017-10-20T09:00:00Z,PT60M
12,0,78,75,2017-10-20T10:00:00Z,PT60M
13,0,85,82,2017-10-20T11:00:00Z,PT60M
13,0,71,69,2017-10-20T12:00:00Z,PT60M
13,0,82,79,2017-10-20T13:00:00Z,PT60M
13,0,60,58,2017-10-20T14:00:00Z,PT60M
13,0,9,8,2017-10-20T15:00:00Z,PT60M
13,0,0,0,2017-10-20T16:00:00Z,PT60M
13,0,0,0,2017-10-20T17:00:00Z,PT60M
13,0,0,0,2017-10-20T18:00:00Z,PT60M
13,0,0,0,2017-10-20T19:00:00Z,PT60M
13,0,0,0,2017-10-20T20:00:00Z,PT60M
13,0,0,0,2017-10-20T21:00:00Z,PT60M
12,0,0,0,2017-10-20T22:00:00Z,PT60M
12,0,0,0,2017-10-20T23:00:00Z,PT60M
12,0,0,0,2017-10-21T00:00:00Z,PT60M
12,0,0,0,2017-10-21T01:00:00Z,PT60M
12,0,0,0,2017-10-21T02:00:00Z,PT60M
12,0,0,0,2017-10-21T03:00:00Z,PT60M
12,0,0,0,2017-10-21T04:00:00Z,PT60M
12,0,15,14,2017-10-21T05:00:00Z,PT60M
12,0,63,61,2017-10-21T06:00:00Z,PT60M
12,0,94,90,2017-10-21T07:00:00Z,PT60M
12,0,137,132,2017-10-21T08:00:00Z,PT60M
13,0,128,123,2017-10-21T09:00:00Z,PT60M
13,0,149,144,2017-10-21T10:00:00Z,PT60M
13,0,180,174,2017-10-21T11:00:00Z,PT60M
13,2,184,178,2017-10-21T12:00:00Z,PT60M
13,48,184,194,2017-10-21T13:00:00Z,PT60M
13,1,80,77,2017-10-21T14:00:00Z,PT60M
12,16,13,16,2017-10-21T15:00:00Z,PT60M
12,0,0,0,2017-10-21T16:00:00Z,PT60M
11,0,0,0,2017-10-21T17:00:00Z,PT60M
11,0,0,0,2017-10-21T18:00:00Z,PT60M
11,0,0,0,2017-10-21T19:00:00Z,PT60M
10,0,0,0,2017-10-21T20:00:00Z,PT60M
10,0,0,0,2017-10-21T21:00:00Z,PT60M
10,0,0,0,2017-10-21T22:00:00Z,PT60M
10,0,0,0,2017-10-21T23:00:00Z,PT60M
10,0,0,0,2017-10-22T00:00:00Z,PT60M
10,0,0,0,2017-10-22T01:00:00Z,PT60M
10,0,0,0,2017-10-22T02:00:00Z,PT60M
10,0,0,0,2017-10-22T03:00:00Z,PT60M
10,0,0,0,2017-10-22T04:00:00Z,PT60M
9,0,10,9,2017-10-22T05:00:00Z,PT60M
9,0,30,28,2017-10-22T06:00:00Z,PT60M
9,0,48,47,2017-10-22T07:00:00Z,PT60M
9,0,64,62,2017-10-22T08:00:00Z,PT60M
8,0,57,55,2017-10-22T09:00:00Z,PT60M
8,0,59,57,2017-10-22T10:00:00Z,PT60M
8,0,76,73,2017-10-22T11:00:00Z,PT60M
8,0,79,76,2017-10-22T12:00:00Z,PT60M
8,0,88,85,2017-10-22T13:00:00Z,PT60M
7,0,62,59,2017-10-22T14:00:00Z,PT60M
7,5,12,12,2017-10-22T15:00:00Z,PT60M
7,0,0,0,2017-10-22T16:00:00Z,PT60M
6,0,0,0,2017-10-22T17:00:00Z,PT60M
6,0,0,0,2017-10-22T18:00:00Z,PT60M
6,0,0,0,2017-10-22T19:00:00Z,PT60M
5,0,0,0,2017-10-22T20:00:00Z,PT60M
5,0,0,0,2017-10-22T21:00:00Z,PT60M
4,0,0,0,2017-10-22T22:00:00Z,PT60M
4,0,0,0,2017-10-22T23:00:00Z,PT60M
4,0,0,0,2017-10-23T00:00:00Z,PT60M
4,0,0,0,2017-10-23T01:00:00Z,PT60M
3,0,0,0,2017-10-23T02:00:00Z,PT60M
3,0,0,0,2017-10-23T03:00:00Z,PT60M
3,0,0,0,2017-10-23T04:00:00Z,PT60M
3,67,28,39,2017-10-23T05:00:00Z,PT60M
3,465,163,267,2017-10-23T06:00:00Z,PT60M
4,724,315,506,2017-10-23T07:00:00Z,PT60M
5,780,426,662,2017-10-23T08:00:00Z,PT60M
7,503,433,611,2017-10-23T09:00:00Z,PT60M
8,231,383,470,2017-10-23T10:00:00Z,PT60M
8,96,314,344,2017-10-23T11:00:00Z,PT60M
8,0,165,160,2017-10-23T12:00:00Z,PT60M
9,0,96,93,2017-10-23T13:00:00Z,PT60M
8,26,65,68,2017-10-23T14:00:00Z,PT60M
8,14,11,14,2017-10-23T15:00:00Z,PT60M
8,0,0,0,2017-10-23T16:00:00Z,PT60M
7,0,0,0,2017-10-23T17:00:00Z,PT60M
7,0,0,0,2017-10-23T18:00:00Z,PT60M
6,0,0,0,2017-10-23T19:00:00Z,PT60M
6,0,0,0,2017-10-23T20:00:00Z,PT60M
5,0,0,0,2017-10-23T21:00:00Z,PT60M
5,0,0,0,2017-10-23T22:00:00Z,PT60M
4,0,0,0,2017-10-23T23:00:00Z,PT60M
4,0,0,0,2017-10-24T00:00:00Z,PT60M
4,0,0,0,2017-10-24T01:00:00Z,PT60M
4,0,0,0,2017-10-24T02:00:00Z,PT60M
4,0,0,0,2017-10-24T03:00:00Z,PT60M
4,0,0,0,2017-10-24T04:00:00Z,PT60M
4,0,14,14,2017-10-24T05:00:00Z,PT60M
4,0,65,63,2017-10-24T06:00:00Z,PT60M
4,0,105,102,2017-10-24T07:00:00Z,PT60M
5,0,187,181,2017-10-24T08:00:00Z,PT60M
6,0,148,143,2017-10-24T09:00:00Z,PT60M
7,0,200,193,2017-10-24T10:00:00Z,PT60M
8,0,194,187,2017-10-24T11:00:00Z,PT60M
8,0,144,139,2017-10-24T12:00:00Z,PT60M
8,0,113,109,2017-10-24T13:00:00Z,PT60M
8,2,68,66,2017-10-24T14:00:00Z,PT60M
7,0,8,8,2017-10-24T15:00:00Z,PT60M
7,0,0,0,2017-10-24T16:00:00Z,PT60M
7,0,0,0,2017-10-24T17:00:00Z,PT60M
6,0,0,0,2017-10-24T18:00:00Z,PT60M
7,0,0,0,2017-10-24T19:00:00Z,PT60M
6,0,0,0,2017-10-24T20:00:00Z,PT60M
6,0,0,0,2017-10-24T21:00:00Z,PT60M
6,0,0,0,2017-10-24T22:00:00Z,PT60M
5,0,0,0,2017-10-24T23:00:00Z,PT60M
5,0,0,0,2017-10-25T00:00:00Z,PT60M
5,0,0,0,2017-10-25T01:00:00Z,PT60M
4,0,0,0,2017-10-25T02:00:00Z,PT60M
4,0,0,0,2017-10-25T03:00:00Z,PT60M
4,0,0,0,2017-10-25T04:00:00Z,PT60M
4,0,5,5,2017-10-25T05:00:00Z,PT60M
4,0,35,33,2017-10-25T06:00:00Z,PT60M
4,0,81,78,2017-10-25T07:00:00Z,PT60M
4,0,94,91,2017-10-25T08:00:00Z,PT60M
4,0,91,88,2017-10-25T09:00:00Z,PT60M
4,0,99,95,2017-10-25T10:00:00Z,PT60M
4,0,105,101,2017-10-25T11:00:00Z,PT60M
5,0,95,91,2017-10-25T12:00:00Z,PT60M
5,0,94,90,2017-10-25T13:00:00Z,PT60M
5,0,62,60,2017-10-25T14:00:00Z,PT60M
4,0,7,6,2017-10-25T15:00:00Z,PT60M
4,0,0,0,2017-10-25T16:00:00Z,PT60M
4,0,0,0,2017-10-25T17:00:00Z,PT60M
4,0,0,0,2017-10-25T18:00:00Z,PT60M
4,0,0,0,2017-10-25T19:00:00Z,PT60M
4,0,0,0,2017-10-25T20:00:00Z,PT60M
4,0,0,0,2017-10-25T21:00:00Z,PT60M
3,0,0,0,2017-10-25T22:00:00Z,PT60M
3,0,0,0,2017-10-25T23:00:00Z,PT60M
3,0,0,0,2017-10-26T00:00:00Z,PT60M
3,0,0,0,2017-10-26T01:00:00Z,PT60M
3,0,0,0,2017-10-26T02:00:00Z,PT60M
3,0,0,0,2017-10-26T03:00:00Z,PT60M
3,0,0,0,2017-10-26T04:00:00Z,PT60M
3,0,9,8,2017-10-26T05:00:00Z,PT60M
2,0,41,40,2017-10-26T06:00:00Z,PT60M
2,0,66,63,2017-10-26T07:00:00Z,PT60M
3,0,90,86,2017-10-26T08:00:00Z,PT60M
3,0,72,70,2017-10-26T09:00:00Z,PT60M
3,0,83,80,2017-10-26T10:00:00Z,PT60M
4,0,89,86,2017-10-26T11:00:00Z,PT60M
4,0,93,90,2017-10-26T12:00:00Z,PT60M
4,0,78,75,2017-10-26T13:00:00Z,PT60M
4,0,55,53,2017-10-26T14:00:00Z,PT60M
4,0,6,6,2017-10-26T15:00:00Z,PT60M
5,0,0,0,2017-10-26T16:00:00Z,PT60M
5,0,0,0,2017-10-26T17:00:00Z,PT60M
5,0,0,0,2017-10-26T18:00:00Z,PT60M
6,0,0,0,2017-10-26T19:00:00Z,PT60M
6,0,0,0,2017-10-26T20:00:00Z,PT60M
6,0,0,0,2017-10-26T21:00:00Z,PT60M
7,0,0,0,2017-10-26T22:00:00Z,PT60M
7,0,0,0,2017-10-26T23:00:00Z,PT60M
7,0,0,0,2017-10-27T00:00:00Z,PT60M
7,0,0,0,2017-10-27T01:00:00Z,PT60M
7,0,0,0,2017-10-27T02:00:00Z,PT60M
7,0,0,0,2017-10-27T03:00:00Z,PT60M
6,0,0,0,2017-10-27T04:00:00Z,PT60M
7,0,10,10,2017-10-27T05:00:00Z,PT60M
7,0,85,82,2017-10-27T06:00:00Z,PT60M
8,0,147,142,2017-10-27T07:00:00Z,PT60M
9,0,199,192,2017-10-27T08:00:00Z,PT60M
10,0,174,168,2017-10-27T09:00:00Z,PT60M
10,0,172,166,2017-10-27T10:00:00Z,PT60M
11,0,158,152,2017-10-27T11:00:00Z,PT60M
11,189,266,327,2017-10-27T12:00:00Z,PT60M
12,180,189,241,2017-10-27T13:00:00Z,PT60M
11,4,66,65,2017-10-27T14:00:00Z,PT60M
11,0,4,4,2017-10-27T15:00:00Z,PT60M
11,0,0,0,2017-10-27T16:00:00Z,PT60M
11,0,0,0,2017-10-27T17:00:00Z,PT60M
10,0,0,0,2017-10-27T18:00:00Z,PT60M
10,0,0,0,2017-10-27T19:00:00Z,PT60M
10,0,0,0,2017-10-27T20:00:00Z,PT60M
10,0,0,0,2017-10-27T21:00:00Z,PT60M
10,0,0,0,2017-10-27T22:00:00Z,PT60M
10,0,0,0,2017-10-27T23:00:00Z,PT60M
10,0,0,0,2017-10-28T00:00:00Z,PT60M
10,0,0,0,2017-10-28T01:00:00Z,PT60M
10,0,0,0,2017-10-28T02:00:00Z,PT60M
10,0,0,0,2017-10-28T03:00:00Z,PT60M
10,0,0,0,2017-10-28T04:00:00Z,PT60M
10,0,5,5,2017-10-28T05:00:00Z,PT60M
10,0,33,31,2017-10-28T06:00:00Z,PT60M
10,0,62,60,2017-10-28T07:00:00Z,PT60M
10,0,86,83,2017-10-28T08:00:00Z,PT60M
11,0,112,108,2017-10-28T09:00:00Z,PT60M
11,0,93,90,2017-10-28T10:00:00Z,PT60M
11,0,106,102,2017-10-28T11:00:00Z,PT60M
