air_temp,dni,ghi,gti,period_end,period
0,0,66,64,2016-01-21T09:00:00Z,PT60M
0,0,78,75,2016-01-21T10:00:00Z,PT60M
0,0,99,96,2016-01-21T11:00:00Z,PT60M
-0,0,118,115,2016-01-21T12:00:00Z,PT60M
-1,0,80,77,2016-01-21T13:00:00Z,PT60M
-2,0,25,24,2016-01-21T14:00:00Z,PT60M
-3,0,0,0,2016-01-21T15:00:00Z,PT60M
-3,0,0,0,2016-01-21T16:00:00Z,PT60M
-5,0,0,0,2016-01-21T17:00:00Z,PT60M
-6,0,0,0,2016-01-21T18:00:00Z,PT60M
-6,0,0,0,2016-01-21T19:00:00Z,PT60M
-7,0,0,0,2016-01-21T20:00:00Z,PT60M
-8,0,0,0,2016-01-21T21:00:00Z,PT60M
-8,0,0,0,2016-01-21T22:00:00Z,PT60M
-9,0,0,0,2016-01-21T23:00:00Z,PT60M
-10,0,0,0,2016-01-22T00:00:00Z,PT60M
-10,0,0,0,2016-01-22T01:00:00Z,PT60M
-10,0,0,0,2016-01-22T02:00:00Z,PT60M
-11,0,0,0,2016-01-22T03:00:00Z,PT60M
-12,0,0,0,2016-01-22T04:00:00Z,PT60M
-12,0,0,0,2016-01-22T05:00:00Z,PT60M
-12,45,13,25,2016-01-22T06:00:00Z,PT60M
-12,346,108,217,2016-01-22T07:00:00Z,PT60M
-10,6,144,142,2016-01-22T08:00:00Z,PT60M
-8,0,172,167,2016-01-22T09:00:00Z,PT60M
-6,0,215,208,2016-01-22T10:00:00Z,PT60M
-5,8,228,225,2016-01-22T11:00:00Z,PT60M
-5,51,204,220,2016-01-22T12:00:00Z,PT60M
-5,1,128,124,2016-01-22T13:00:00Z,PT60M
-6,25,57,63,2016-01-22T14:00:00Z,PT60M
-6,2,2,2,2016-01-22T15:00:00Z,PT60M
-6,0,0,0,2016-01-22T16:00:00Z,PT60M
-7,0,0,0,2016-01-22T17:00:00Z,PT60M
-7,0,0,0,2016-01-22T18:00:00Z,PT60M
-7,0,0,0,2016-01-22T19:00:00Z,PT60M
-8,0,0,0,2016-01-22T20:00:00Z,PT60M
-8,0,0,0,2016-01-22T21:00:00Z,PT60M
-8,0,0,0,2016-01-22T22:00:00Z,PT60M
-9,0,0,0,2016-01-22T23:00:00Z,PT60M
-10,0,0,0,2016-01-23T00:00:00Z,PT60M
-10,0,0,0,2016-01-23T01:00:00Z,PT60M
-11,0,0,0,2016-01-23T02:00:00Z,PT60M
-12,0,0,0,2016-01-23T03:00:00Z,PT60M
-12,0,0,0,2016-01-23T04:00:00Z,PT60M
-12,0,0,0,2016-01-23T05:00:00Z,PT60M
-13,37,13,23,2016-01-23T06:00:00Z,PT60M
-13,334,113,219,2016-01-23T07:00:00Z,PT60M
-12,549,231,424,2016-01-23T08:00:00Z,PT60M
-12,7,197,194,2016-01-23T09:00:00Z,PT60M
-11,0,230,223,2016-01-23T10:00:00Z,PT60M
-10,14,238,237,2016-01-23T11:00:00Z,PT60M
-11,59,213,233,2016-01-23T12:00:00Z,PT60M
-11,166,160,220,2016-01-23T13:00:00Z,PT60M
-12,175,70,123,2016-01-23T14:00:00Z,PT60M
-13,5,3,4,2016-01-23T15:00:00Z,PT60M
-13,0,0,0,2016-01-23T16:00:00Z,PT60M
-13,0,0,0,2016-01-23T17:00:00Z,PT60M
-14,0,0,0,2016-01-23T18:00:00Z,PT60M
-14,0,0,0,2016-01-23T19:00:00Z,PT60M
-14,0,0,0,2016-01-23T20:00:00Z,PT60M
-14,0,0,0,2016-01-23T21:00:00Z,PT60M
-14,0,0,0,2016-01-23T22:00:00Z,PT60M
-14,0,0,0,2016-01-23T23:00:00Z,PT60M
-13,0,0,0,2016-01-24T00:00:00Z,PT60M
-13,0,0,0,2016-01-24T01:00:00Z,PT60M
-13,0,0,0,2016-01-24T02:00:00Z,PT60M
-13,0,0,0,2016-01-24T03:00:00Z,PT60M
-13,0,0,0,2016-01-24T04:00:00Z,PT60M
-13,0,0,0,2016-01-24T05:00:00Z,PT60M
-13,44,14,26,2016-01-24T06:00:00Z,PT60M
-13,370,116,232,2016-01-24T07:00:00Z,PT60M
-12,192,168,232,2016-01-24T08:00:00Z,PT60M
-11,292,252,365,2016-01-24T09:00:00Z,PT60M
-10,667,368,636,2016-01-24T10:00:00Z,PT60M
-10,607,352,598,2016-01-24T11:00:00Z,PT60M
-10,619,303,537,2016-01-24T12:00:00Z,PT60M
-10,519,203,382,2016-01-24T13:00:00Z,PT60M
-11,372,87,196,2016-01-24T14:00:00Z,PT60M
-12,12,4,6,2016-01-24T15:00:00Z,PT60M
-12,0,0,0,2016-01-24T16:00:00Z,PT60M
-13,0,0,0,2016-01-24T17:00:00Z,PT60M
-14,0,0,0,2016-01-24T18:00:00Z,PT60M
-14,0,0,0,2016-01-24T19:00:00Z,PT60M
-14,0,0,0,2016-01-24T20:00:00Z,PT60M
-15,0,0,0,2016-01-24T21:00:00Z,PT60M
-15,0,0,0,2016-01-24T22:00:00Z,PT60M
-15,0,0,0,2016-01-24T23:00:00Z,PT60M
-15,0,0,0,2016-01-25T00:00:00Z,PT60M
-15,0,0,0,2016-01-25T01:00:00Z,PT60M
-16,0,0,0,2016-01-25T02:00:00Z,PT60M
-16,0,0,0,2016-01-25T03:00:00Z,PT60M
-16,0,0,0,2016-01-25T04:00:00Z,PT60M
-16,0,0,0,2016-01-25T05:00:00Z,PT60M
-16,90,18,42,2016-01-25T06:00:00Z,PT60M
-16,526,131,289,2016-01-25T07:00:00Z,PT60M
-15,716,256,498,2016-01-25T08:00:00Z,PT60M
-14,797,348,638,2016-01-25T09:00:00Z,PT60M
-12,827,393,704,2016-01-25T10:00:00Z,PT60M
-11,823,385,692,2016-01-25T11:00:00Z,PT60M
-11,790,327,607,2016-01-25T12:00:00Z,PT60M
-11,617,217,422,2016-01-25T13:00:00Z,PT60M
-11,263,83,161,2016-01-25T14:00:00Z,PT60M
-12,0,3,3,2016-01-25T15:00:00Z,PT60M
-12,0,0,0,2016-01-25T16:00:00Z,PT60M
-12,0,0,0,2016-01-25T17:00:00Z,PT60M
-12,0,0,0,2016-01-25T18:00:00Z,PT60M
-11,0,0,0,2016-01-25T19:00:00Z,PT60M
-11,0,0,0,2016-01-25T20:00:00Z,PT60M
-10,0,0,0,2016-01-25T21:00:00Z,PT60M
-10,0,0,0,2016-01-25T22:00:00Z,PT60M
-10,0,0,0,2016-01-25T23:00:00Z,PT60M
-10,0,0,0,2016-01-26T00:00:00Z,PT60M
-10,0,0,0,2016-01-26T01:00:00Z,PT60M
-10,0,0,0,2016-01-26T02:00:00Z,PT60M
-9,0,0,0,2016-01-26T03:00:00Z,PT60M
-9,0,0,0,2016-01-26T04:00:00Z,PT60M
-9,0,0,0,2016-01-26T05:00:00Z,PT60M
-9,93,19,43,2016-01-26T06:00:00Z,PT60M
-9,513,131,285,2016-01-26T07:00:00Z,PT60M
-7,449,224,382,2016-01-26T08:00:00Z,PT60M
-6,215,257,344,2016-01-26T09:00:00Z,PT60M
-4,11,189,188,2016-01-26T10:00:00Z,PT60M
-3,693,367,632,2016-01-26T11:00:00Z,PT60M
-3,470,285,466,2016-01-26T12:00:00Z,PT60M
-3,637,221,430,2016-01-26T13:00:00Z,PT60M
-4,446,97,224,2016-01-26T14:00:00Z,PT60M
-5,23,6,11,2016-01-26T15:00:00Z,PT60M
-6,0,0,0,2016-01-26T16:00:00Z,PT60M
-6,0,0,0,2016-01-26T17:00:00Z,PT60M
-7,0,0,0,2016-01-26T18:00:00Z,PT60M
-8,0,0,0,2016-01-26T19:00:00Z,PT60M
-8,0,0,0,2016-01-26T20:00:00Z,PT60M
-8,0,0,0,2016-01-26T21:00:00Z,PT60M
-8,0,0,0,2016-01-26T22:00:00Z,PT60M
-7,0,0,0,2016-01-26T23:00:00Z,PT60M
-7,0,0,0,2016-01-27T00:00:00Z,PT60M
-7,0,0,0,2016-01-27T01:00:00Z,PT60M
-6,0,0,0,2016-01-27T02:00:00Z,PT60M
-6,0,0,0,2016-01-27T03:00:00Z,PT60M
-6,0,0,0,2016-01-27T04:00:00Z,PT60M
-5,0,0,0,2016-01-27T05:00:00Z,PT60M
-5,0,5,4,2016-01-27T06:00:00Z,PT60M
-5,0,12,12,2016-01-27T07:00:00Z,PT60M
-3,0,60,58,2016-01-27T08:00:00Z,PT60M
-2,0,40,39,2016-01-27T09:00:00Z,PT60M
-1,0,77,75,2016-01-27T10:00:00Z,PT60M
-0,0,122,118,2016-01-27T11:00:00Z,PT60M
-0,0,109,106,2016-01-27T12:00:00Z,PT60M
0,0,83,80,2016-01-27T13:00:00Z,PT60M
0,0,43,42,2016-01-27T14:00:00Z,PT60M
0,0,2,2,2016-01-27T15:00:00Z,PT60M
-0,0,0,0,2016-01-27T16:00:00Z,PT60M
-0,0,0,0,2016-01-27T17:00:00Z,PT60M
-0,0,0,0,2016-01-27T18:00:00Z,PT60M
-0,0,0,0,2016-01-27T19:00:00Z,PT60M
-0,0,0,0,2016-01-27T20:00:00Z,PT60M
0,0,0,0,2016-01-27T21:00:00Z,PT60M
0,0,0,0,2016-01-27T22:00:00Z,PT60M
0,0,0,0,2016-01-27T23:00:00Z,PT60M
0,0,0,0,2016-01-28T00:00:00Z,PT60M
0,0,0,0,2016-01-28T01:00:00Z,PT60M
0,0,0,0,2016-01-28T02:00:00Z,PT60M
1,0,0,0,2016-01-28T03:00:00Z,PT60M
1,0,0,0,2016-01-28T04:00:00Z,PT60M
1,0,0,0,2016-01-28T05:00:00Z,PT60M
1,0,6,6,2016-01-28T06:00:00Z,PT60M
1,205,100,163,2016-01-28T07:00:00Z,PT60M
2,486,228,393,2016-01-28T08:00:00Z,PT60M
2,0,107,104,2016-01-28T09:00:00Z,PT60M
3,0,125,121,2016-01-28T10:00:00Z,PT60M
3,0,130,126,2016-01-28T11:00:00Z,PT60M
3,0,125,121,2016-01-28T12:00:00Z,PT60M
3,0,99,96,2016-01-28T13:00:00Z,PT60M
2,0,33,32,2016-01-28T14:00:00Z,PT60M
2,0,1,1,2016-01-28T15:00:00Z,PT60M
2,0,0,0,2016-01-28T16:00:00Z,PT60M
2,0,0,0,2016-01-28T17:00:00Z,PT60M
2,0,0,0,2016-01-28T18:00:00Z,PT60M
2,0,0,0,2016-01-28T19:00:00Z,PT60M
2,0,0,0,2016-01-28T20:00:00Z,PT60M
3,0,0,0,2016-01-28T21:00:00Z,PT60M
3,0,0,0,2016-01-28T22:00:00Z,PT60M
3,0,0,0,2016-01-28T23:00:00Z,PT60M
3,0,0,0,2016-01-29T00:00:00Z,PT60M
3,0,0,0,2016-01-29T01:00:00Z,PT60M
3,0,0,0,2016-01-29T02:00:00Z,PT60M
3,0,0,0,2016-01-29T03:00:00Z,PT60M
3,0,0,0,2016-01-29T04:00:00Z,PT60M
3,0,0,0,2016-01-29T05:00:00Z,PT60M
3,66,21,39,2016-01-29T06:00:00Z,PT60M
3,476,138,280,2016-01-29T07:00:00Z,PT60M
3,649,262,482,2016-01-29T08:00:00Z,PT60M
4,775,359,639,2016-01-29T09:00:00Z,PT60M
4,523,356,563,2016-01-29T10:00:00Z,PT60M
5,430,335,507,2016-01-29T11:00:00Z,PT60M
5,720,335,594,2016-01-29T12:00:00Z,PT60M
4,697,241,465,2016-01-29T13:00:00Z,PT60M
3,488,110,248,2016-01-29T14:00:00Z,PT60M
2,40,9,18,2016-01-29T15:00:00Z,PT60M
2,0,0,0,2016-01-29T16:00:00Z,PT60M
1,0,0,0,2016-01-29T17:00:00Z,PT60M
0,0,0,0,2016-01-29T18:00:00Z,PT60M
-0,0,0,0,2016-01-29T19:00:00Z,PT60M
-1,0,0,0,2016-01-29T20:00:00Z,PT60M
-1,0,0,0,2016-01-29T21:00:00Z,PT60M
-1,0,0,0,2016-01-29T22:00:00Z,PT60M
-2,0,0,0,2016-01-29T23:00:00Z,PT60M
-1,0,0,0,2016-01-30T00:00:00Z,PT60M
-2,0,0,0,2016-01-30T01:00:00Z,PT60M
-2,0,0,0,2016-01-30T02:00:00Z,PT60M
-2,0,0,0,2016-01-30T03:00:00Z,PT60M
-2,0,0,0,2016-01-30T04:00:00Z,PT60M
-2,0,0,0,2016-01-30T05:00:00Z,PT60M
-2,142,26,61,2016-01-30T06:00:00Z,PT60M
-2,583,149,317,2016-01-30T07:00:00Z,PT60M
-0,749,276,520,2016-01-30T08:00:00Z,PT60M
2,833,370,662,2016-01-30T09:00:00Z,PT60M
3,861,415,728,2016-01-30T10:00:00Z,PT60M
4,857,408,718,2016-01-30T11:00:00Z,PT60M
4,828,350,634,2016-01-30T12:00:00Z,PT60M
4,665,240,453,2016-01-30T13:00:00Z,PT60M
3,173,91,144,2016-01-30T14:00:00Z,PT60M
2,40,10,19,2016-01-30T15:00:00Z,PT60M
2,0,0,0,2016-01-30T16:00:00Z,PT60M
2,0,0,0,2016-01-30T17:00:00Z,PT60M
2,0,0,0,2016-01-30T18:00:00Z,PT60M
2,0,0,0,2016-01-30T19:00:00Z,PT60M
1,0,0,0,2016-01-30T20:00:00Z,PT60M
1,0,0,0,2016-01-30T21:00:00Z,PT60M
0,0,0,0,2016-01-30T22:00:00Z,PT60M
0,0,0,0,2016-01-30T23:00:00Z,PT60M
-0,0,0,0,2016-01-31T00:00:00Z,PT60M
-0,0,0,0,2016-01-31T01:00:00Z,PT60M
-1,0,0,0,2016-01-31T02:00:00Z,PT60M
-1,0,0,0,2016-01-31T03:00:00Z,PT60M
-0,0,0,0,2016-01-31T04:00:00Z,PT60M
0,0,0,0,2016-01-31T05:00:00Z,PT60M
1,0,9,9,2016-01-31T06:00:00Z,PT60M
1,0,40,39,2016-01-31T07:00:00Z,PT60M
2,0,31,30,2016-01-31T08:00:00Z,PT60M
3,0,77,75,2016-01-31T09:00:00Z,PT60M
3,0,89,86,2016-01-31T10:00:00Z,PT60M
4,0,89,86,2016-01-31T11:00:00Z,PT60M
4,0,99,96,2016-01-31T12:00:00Z,PT60M
4,0,91,88,2016-01-31T13:00:00Z,PT60M
4,0,36,35,2016-01-31T14:00:00Z,PT60M
4,0,3,3,2016-01-31T15:00:00Z,PT60M
5,0,0,0,2016-01-31T16:00:00Z,PT60M
5,0,0,0,2016-01-31T17:00:00Z,PT60M
5,0,0,0,2016-01-31T18:00:00Z,PT60M
5,0,0,0,2016-01-31T19:00:00Z,PT60M
4,0,0,0,2016-01-31T20:00:00Z,PT60M
4,0,0,0,2016-01-31T21:00:00Z,PT60M
4,0,0,0,2016-01-31T22:00:00Z,PT60M
3,0,0,0,2016-01-31T23:00:00Z,PT60M
3,0,0,0,2016-02-01T00:00:00Z,PT60M
3,0,0,0,2016-02-01T01:00:00Z,PT60M
3,0,0,0,2016-02-01T02:00:00Z,PT60M
2,0,0,0,2016-02-01T03:00:00Z,PT60M
2,0,0,0,2016-02-01T04:00:00Z,PT60M
2,0,0,0,2016-02-01T05:00:00Z,PT60M
1,0,5,5,2016-02-01T06:00:00Z,PT60M
1,0,27,26,2016-02-01T07:00:00Z,PT60M
2,0,51,50,2016-02-01T08:00:00Z,PT60M
2,0,89,86,2016-02-01T09:00:00Z,PT60M
3,0,195,189,2016-02-01T10:00:00Z,PT60M
4,446,343,514,2016-02-01T11:00:00Z,PT60M
4,493,312,499,2016-02-01T12:00:00Z,PT60M
4,177,188,250,2016-02-01T13:00:00Z,PT60M
3,423,114,232,2016-02-01T14:00:00Z,PT60M
2,43,11,22,2016-02-01T15:00:00Z,PT60M
2,0,0,0,2016-02-01T16:00:00Z,PT60M
1,0,0,0,2016-02-01T17:00:00Z,PT60M
0,0,0,0,2016-02-01T18:00:00Z,PT60M
-0,0,0,0,2016-02-01T19:00:00Z,PT60M
-1,0,0,0,2016-02-01T20:00:00Z,PT60M
-1,0,0,0,2016-02-01T21:00:00Z,PT60M
-2,0,0,0,2016-02-01T22:00:00Z,PT60M
-2,0,0,0,2016-02-01T23:00:00Z,PT60M
-2,0,0,0,2016-02-02T00:00:00Z,PT60M
-2,0,0,0,2016-02-02T01:00:00Z,PT60M
-2,0,0,0,2016-02-02T02:00:00Z,PT60M
-2,0,0,0,2016-02-02T03:00:00Z,PT60M
-2,0,0,0,2016-02-02T04:00:00Z,PT60M
-2,0,0,0,2016-02-02T05:00:00Z,PT60M
-2,155,31,69,2016-02-02T06:00:00Z,PT60M
-2,594,158,325,2016-02-02T07:00:00Z,PT60M
-1,652,272,483,2016-02-02T08:00:00Z,PT60M
1,200,269,346,2016-02-02T09:00:00Z,PT60M
2,133,256,307,2016-02-02T10:00:00Z,PT60M
3,0,185,179,2016-02-02T11:00:00Z,PT60M
4,1,192,187,2016-02-02T12:00:00Z,PT60M
4,0,116,112,2016-02-02T13:00:00Z,PT60M
3,0,59,57,2016-02-02T14:00:00Z,PT60M
3,0,3,3,2016-02-02T15:00:00Z,PT60M
3,0,0,0,2016-02-02T16:00:00Z,PT60M
3,0,0,0,2016-02-02T17:00:00Z,PT60M
4,0,0,0,2016-02-02T18:00:00Z,PT60M
4,0,0,0,2016-02-02T19:00:00Z,PT60M
3,0,0,0,2016-02-02T20:00:00Z,PT60M
4,0,0,0,2016-02-02T21:00:00Z,PT60M
4,0,0,0,2016-02-02T22:00:00Z,PT60M
4,0,0,0,2016-02-02T23:00:00Z,PT60M
4,0,0,0,2016-02-03T00:00:00Z,PT60M
4,0,0,0,2016-02-03T01:00:00Z,PT60M
4,0,0,0,2016-02-03T02:00:00Z,PT60M
4,0,0,0,2016-02-03T03:00:00Z,PT60M
4,0,0,0,2016-02-03T04:00:00Z,PT60M
4,0,0,0,2016-02-03T05:00:00Z,PT60M
4,0,6,6,2016-02-03T06:00:00Z,PT60M
4,0,21,20,2016-02-03T07:00:00Z,PT60M
5,0,39,37,2016-02-03T08:00:00Z,PT60M
5,0,51,49,2016-02-03T09:00:00Z,PT60M
6,0,82,80,2016-02-03T10:00:00Z,PT60M
6,0,75,73,2016-02-03T11:00:00Z,PT60M
7,0,107,104,2016-02-03T12:00:00Z,PT60M
7,0,110,107,2016-02-03T13:00:00Z,PT60M
7,0,61,59,2016-02-03T14:00:00Z,PT60M
6,0,8,8,2016-02-03T15:00:00Z,PT60M
6,0,0,0,2016-02-03T16:00:00Z,PT60M
5,0,0,0,2016-02-03T17:00:00Z,PT60M
4,0,0,0,2016-02-03T18:00:00Z,PT60M
4,0,0,0,2016-02-03T19:00:00Z,PT60M
3,0,0,0,2016-02-03T20:00:00Z,PT60M
2,0,0,0,2016-02-03T21:00:00Z,PT60M
2,0,0,0,2016-02-03T22:00:00Z,PT60M
2,0,0,0,2016-02-03T23:00:00Z,PT60M
2,0,0,0,2016-02-04T00:00:00Z,PT60M
2,0,0,0,2016-02-04T01:00:00Z,PT60M
2,0,0,0,2016-02-04T02:00:00Z,PT60M
2,0,0,0,2016-02-04T03:00:00Z,PT60M
2,0,0,0,2016-02-04T04:00:00Z,PT60M
2,0,0,0,2016-02-04T05:00:00Z,PT60M
2,0,3,3,2016-02-04T06:00:00Z,PT60M
3,0,15,15,2016-02-04T07:00:00Z,PT60M
3,0,35,34,2016-02-04T08:00:00Z,PT60M
4,0,51,50,2016-02-04T09:00:00Z,PT60M
5,0,67,65,2016-02-04T10:00:00Z,PT60M
5,0,88,86,2016-02-04T11:00:00Z,PT60M
5,0,68,66,2016-02-04T12:00:00Z,PT60M
5,0,58,56,2016-02-04T13:00:00Z,PT60M
5,0,44,43,2016-02-04T14:00:00Z,PT60M
5,0,4,4,2016-02-04T15:00:00Z,PT60M
5,0,0,0,2016-02-04T16:00:00Z,PT60M
4,0,0,0,2016-02-04T17:00:00Z,PT60M
3,0,0,0,2016-02-04T18:00:00Z,PT60M
3,0,0,0,2016-02-04T19:00:00Z,PT60M
2,0,0,0,2016-02-04T20:00:00Z,PT60M
1,0,0,0,2016-02-04T21:00:00Z,PT60M
1,0,0,0,2016-02-04T22:00:00Z,PT60M
1,0,0,0,2016-02-04T23:00:00Z,PT60M
1,0,0,0,2016-02-05T00:00:00Z,PT60M
1,0,0,0,2016-02-05T01:00:00Z,PT60M
1,0,0,0,2016-02-05T02:00:00Z,PT60M
1,0,0,0,2016-02-05T03:00:00Z,PT60M
1,0,0,0,2016-02-05T04:00:00Z,PT60M
0,0,0,0,2016-02-05T05:00:00Z,PT60M
0,0,4,4,2016-02-05T06:00:00Z,PT60M
1,0,49,47,2016-02-05T07:00:00Z,PT60M
2,9,156,155,2016-02-05T08:00:00Z,PT60M
2,0,171,166,2016-02-05T09:00:00Z,PT60M
3,0,219,212,2016-02-05T10:00:00Z,PT60M
3,0,177,172,2016-02-05T11:00:00Z,PT60M
3,0,162,156,2016-02-05T12:00:00Z,PT60M
4,0,128,124,2016-02-05T13:00:00Z,PT60M
3,0,73,71,2016-02-05T14:00:00Z,PT60M
2,0,7,7,2016-02-05T15:00:00Z,PT60M
2,0,0,0,2016-02-05T16:00:00Z,PT60M
1,0,0,0,2016-02-05T17:00:00Z,PT60M
0,0,0,0,2016-02-05T18:00:00Z,PT60M
0,0,0,0,2016-02-05T19:00:00Z,PT60M
0,0,0,0,2016-02-05T20:00:00Z,PT60M
-0,0,0,0,2016-02-05T21:00:00Z,PT60M
-0,0,0,0,2016-02-05T22:00:00Z,PT60M
-0,0,0,0,2016-02-05T23:00:00Z,PT60M
-0,0,0,0,2016-02-06T00:00:00Z,PT60M
-0,0,0,0,2016-02-06T01:00:00Z,PT60M
-0,0,0,0,2016-02-06T02:00:00Z,PT60M
-0,0,0,0,2016-02-06T03:00:00Z,PT60M
-0,0,0,0,2016-02-06T04:00:00Z,PT60M
-1,0,0,0,2016-02-06T05:00:00Z,PT60M
-1,0,18,18,2016-02-06T06:00:00Z,PT60M
-1,8,105,105,2016-02-06T07:00:00Z,PT60M
0,219,233,312,2016-02-06T08:00:00Z,PT60M
1,515,353,543,2016-02-06T09:00:00Z,PT60M
2,816,445,742,2016-02-06T10:00:00Z,PT60M
2,882,451,762,2016-02-06T11:00:00Z,PT60M
2,850,393,678,2016-02-06T12:00:00Z,PT60M
2,772,287,522,2016-02-06T13:00:00Z,PT60M
2,579,148,302,2016-02-06T14:00:00Z,PT60M
1,132,23,52,2016-02-06T15:00:00Z,PT60M
0,0,0,0,2016-02-06T16:00:00Z,PT60M
-0,0,0,0,2016-02-06T17:00:00Z,PT60M
-1,0,0,0,2016-02-06T18:00:00Z,PT60M
-1,0,0,0,2016-02-06T19:00:00Z,PT60M
-1,0,0,0,2016-02-06T20:00:00Z,PT60M
-2,0,0,0,2016-02-06T21:00:00Z,PT60M
-2,0,0,0,2016-02-06T22:00:00Z,PT60M
-2,0,0,0,2016-02-06T23:00:00Z,PT60M
-2,0,0,0,2016-02-07T00:00:00Z,PT60M
-2,0,0,0,2016-02-07T01:00:00Z,PT60M
-3,0,0,0,2016-02-07T02:00:00Z,PT60M
-3,0,0,0,2016-02-07T03:00:00Z,PT60M
-3,0,0,0,2016-02-07T04:00:00Z,PT60M
-4,0,0,0,2016-02-07T05:00:00Z,PT60M
-4,237,44,99,2016-02-07T06:00:00Z,PT60M
-4,649,183,359,2016-02-07T07:00:00Z,PT60M
-1,801,316,564,2016-02-07T08:00:00Z,PT60M
1,865,412,704,2016-02-07T09:00:00Z,PT60M
2,881,459,770,2016-02-07T10:00:00Z,PT60M
3,877,453,761,2016-02-07T11:00:00Z,PT60M
3,843,394,676,2016-02-07T12:00:00Z,PT60M
3,767,289,521,2016-02-07T13:00:00Z,PT60M
2,603,152,309,2016-02-07T14:00:00Z,PT60M
2,145,25,56,2016-02-07T15:00:00Z,PT60M
3,0,0,0,2016-02-07T16:00:00Z,PT60M
2,0,0,0,2016-02-07T17:00:00Z,PT60M
0,0,0,0,2016-02-07T18:00:00Z,PT60M
0,0,0,0,2016-02-07T19:00:00Z,PT60M
-1,0,0,0,2016-02-07T20:00:00Z,PT60M
-2,0,0,0,2016-02-07T21:00:00Z,PT60M
-3,0,0,0,2016-02-07T22:00:00Z,PT60M
-4,0,0,0,2016-02-07T23:00:00Z,PT60M
-4,0,0,0,2016-02-08T00:00:00Z,PT60M
-3,0,0,0,2016-02-08T01:00:00Z,PT60M
-4,0,0,0,2016-02-08T02:00:00Z,PT60M
-4,0,0,0,2016-02-08T03:00:00Z,PT60M
-4,0,0,0,2016-02-08T04:00:00Z,PT60M
-3,0,0,0,2016-02-08T05:00:00Z,PT60M
-3,293,49,114,2016-02-08T06:00:00Z,PT60M
-3,695,190,375,2016-02-08T07:00:00Z,PT60M
-1,825,324,576,2016-02-08T08:00:00Z,PT60M
2,885,421,716,2016-02-08T09:00:00Z,PT60M
2,909,469,785,2016-02-08T10:00:00Z,PT60M
3,907,463,776,2016-02-08T11:00:00Z,PT60M
3,885,405,694,2016-02-08T12:00:00Z,PT60M
3,818,300,541,2016-02-08T13:00:00Z,PT60M
2,670,161,331,2016-02-08T14:00:00Z,PT60M
1,187,28,68,2016-02-08T15:00:00Z,PT60M
1,0,0,0,2016-02-08T16:00:00Z,PT60M
-0,0,0,0,2016-02-08T17:00:00Z,PT60M
-1,0,0,0,2016-02-08T18:00:00Z,PT60M
-1,0,0,0,2016-02-08T19:00:00Z,PT60M
-2,0,0,0,2016-02-08T20:00:00Z,PT60M
-2,0,0,0,2016-02-08T21:00:00Z,PT60M
-2,0,0,0,2016-02-08T22:00:00Z,PT60M
-2,0,0,0,2016-02-08T23:00:00Z,PT60M
-2,0,0,0,2016-02-09T00:00:00Z,PT60M
-2,0,0,0,2016-02-09T01:00:00Z,PT60M
-2,0,0,0,2016-02-09T02:00:00Z,PT60M
-2,0,0,0,2016-02-09T03:00:00Z,PT60M
-2,0,0,0,2016-02-09T04:00:00Z,PT60M
-1,0,0,0,2016-02-09T05:00:00Z,PT60M
-0,165,42,78,2016-02-09T06:00:00Z,PT60M
-0,0,39,38,2016-02-09T07:00:00Z,PT60M
1,0,46,45,2016-02-09T08:00:00Z,PT60M
2,0,85,83,2016-02-09T09:00:00Z,PT60M
2,0,144,140,2016-02-09T10:00:00Z,PT60M
3,0,192,186,2016-02-09T11:00:00Z,PT60M
3,0,158,153,2016-02-09T12:00:00Z,PT60M
3,0,112,109,2016-02-09T13:00:00Z,PT60M
3,0,70,68,2016-02-09T14:00:00Z,PT60M
3,1,19,19,2016-02-09T15:00:00Z,PT60M
3,0,0,0,2016-02-09T16:00:00Z,PT60M
2,0,0,0,2016-02-09T17:00:00Z,PT60M
2,0,0,0,2016-02-09T18:00:00Z,PT60M
2,0,0,0,2016-02-09T19:00:00Z,PT60M
2,0,0,0,2016-02-09T20:00:00Z,PT60M
2,0,0,0,2016-02-09T21:00:00Z,PT60M
2,0,0,0,2016-02-09T22:00:00Z,PT60M
2,0,0,0,2016-02-09T23:00:00Z,PT60M
2,0,0,0,2016-02-10T00:00:00Z,PT60M
2,0,0,0,2016-02-10T01:00:00Z,PT60M
2,0,0,0,2016-02-10T02:00:00Z,PT60M
2,0,0,0,2016-02-10T03:00:00Z,PT60M
2,0,0,0,2016-02-10T04:00:00Z,PT60M
2,0,0,0,2016-02-10T05:00:00Z,PT60M
2,178,47,87,2016-02-10T06:00:00Z,PT60M
2,1,87,84,2016-02-10T07:00:00Z,PT60M
3,0,66,64,2016-02-10T08:00:00Z,PT60M
4,0,77,75,2016-02-10T09:00:00Z,PT60M
5,0,182,176,2016-02-10T10:00:00Z,PT60M
6,83,272,300,2016-02-10T11:00:00Z,PT60M
6,787,399,661,2016-02-10T12:00:00Z,PT60M
6,753,301,526,2016-02-10T13:00:00Z,PT60M
5,520,158,295,2016-02-10T14:00:00Z,PT60M
4,124,29,56,2016-02-10T15:00:00Z,PT60M
4,0,0,0,2016-02-10T16:00:00Z,PT60M
3,0,0,0,2016-02-10T17:00:00Z,PT60M
2,0,0,0,2016-02-10T18:00:00Z,PT60M
